date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:35:31	47010/47010	---M-Z	200	added ('OK')	text/html	etag:%22b8c2821-b7a2-5d182867f5a00-gzip%22	https://codervent.com/dashtreme/demo/vertical/ecommerce-products.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/ecommerce-products.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:31	44699/44699	---M-Z	200	added ('OK')	text/html	etag:%22b8c2822-ae9b-5d18286425100-gzip%22	https://codervent.com/dashtreme/demo/vertical/ecommerce-products-details.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/ecommerce-products-details.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:32	37687/37687	---M-Z	200	added ('OK')	text/html	etag:%22b8c281f-9337-5d18285a9ba80-gzip%22	https://codervent.com/dashtreme/demo/vertical/ecommerce-add-new-products.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/ecommerce-add-new-products.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:32	44455/44455	---M-Z	200	added ('OK')	text/html	etag:%22b8c2820-ada7-5d18285e6c380-gzip%22	https://codervent.com/dashtreme/demo/vertical/ecommerce-orders.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/ecommerce-orders.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:32	46074/46074	---M-Z	200	added ('OK')	text/html	etag:%22b8c2805-b3fa-5d1827ea13100-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-alerts.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-alerts.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:33	40633/40633	---M-Z	200	added ('OK')	text/html	etag:%22b8c2804-9eb9-5d1827e642800-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-accordions.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-accordions.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:33	40180/40180	---M-Z	200	added ('OK')	text/html	etag:%22b8c2807-9cf4-5d1827f1b4300-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-badges.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-badges.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:34	77296/77296	---M-Z	200	added ('OK')	text/html	etag:%22b8c2808-12df0-5d1827f584c00-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-buttons.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-buttons.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:34	47036/47036	---M-Z	200	added ('OK')	text/html	etag:%22b8c2809-b7bc-5d1827fb3d980-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-cards.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-cards.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:35	44395/44395	---M-Z	200	added ('OK')	text/html	etag:%22b8c280a-ad6b-5d1827ff0e280-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-carousels.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-carousels.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:35	41909/41909	---M-Z	200	added ('OK')	text/html	etag:%22b8c280b-a3b5-5d182804c7000-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-list-groups.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-list-groups.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:36	40436/40436	---M-Z	200	added ('OK')	text/html	etag:%22b8c280c-9df4-5d18280897900-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-media-object.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-media-object.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:36	55824/55824	---M-Z	200	added ('OK')	text/html	etag:%22b8c280d-da10-5d18280a7fd80-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-modals.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-modals.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:36	62646/62646	---M-Z	200	added ('OK')	text/html	etag:%22b8c280f-f4b6-5d18281409400-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-navs-tabs.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-navs-tabs.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:37	44421/44421	---M-Z	200	added ('OK')	text/html	etag:%22b8c280e-ad85-5d18281038b00-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-navbar.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-navbar.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:38	39036/39036	---M-Z	200	added ('OK')	text/html	etag:%22b8c2811-987c-5d18281baa600-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-paginations.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-paginations.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:38	36360/36360	---M-Z	200	added ('OK')	text/html	etag:%22b8c2812-8e08-5d18282163380-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-popovers-tooltips.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-popovers-tooltips.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:38	38731/38731	---M-Z	200	added ('OK')	text/html	etag:%22b8c2813-974b-5d18282533c80-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-progress-bars.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-progress-bars.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:39	41133/41133	---M-Z	200	added ('OK')	text/html	etag:%22b8c2814-a0ad-5d18282904580-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-spinners.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-spinners.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:39	38322/38322	---M-Z	200	added ('OK')	text/html	etag:%22b8c2810-95b2-5d182817d9d00-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-notifications.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-notifications.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:40	38551/38551	---M-Z	200	added ('OK')	text/html	etag:%22b8c2806-9697-5d1827ede3a00-gzip%22	https://codervent.com/dashtreme/demo/vertical/component-avtars-chips.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/component-avtars-chips.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:40	40944/40944	---M-Z	200	added ('OK')	text/html	etag:%22b8c2815-9ff0-5d18282cd4e80-gzip%22	https://codervent.com/dashtreme/demo/vertical/content-grid-system.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/content-grid-system.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:41	37214/37214	---M-Z	200	added ('OK')	text/html	etag:%22b8c2817-915e-5d18283476080-gzip%22	https://codervent.com/dashtreme/demo/vertical/content-typography.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/content-typography.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:41	43562/43562	---M-Z	200	added ('OK')	text/html	etag:%22b8c2816-aa2a-5d182830a5780-gzip%22	https://codervent.com/dashtreme/demo/vertical/content-text-utilities.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/content-text-utilities.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:42	187223/187223	---M-Z	200	added ('OK')	text/html	etag:%22b8c2833-2db57-5d1828ae88080-gzip%22	https://codervent.com/dashtreme/demo/vertical/icons-line-icons.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/icons-line-icons.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:43	261305/261305	---M-Z	200	added ('OK')	text/html	etag:%22b8c2831-3fcb9-5d1828a4fea00-gzip%22	https://codervent.com/dashtreme/demo/vertical/icons-boxicons.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/icons-boxicons.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:43	98028/98028	---M-Z	200	added ('OK')	text/html	etag:%22b8c2832-17eec-5d1828a8cf300-gzip%22	https://codervent.com/dashtreme/demo/vertical/icons-feather-icons.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/icons-feather-icons.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:44	46865/46865	---M-Z	200	added ('OK')	text/html	etag:%22b8c2829-b711-5d18288862680-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-elements.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-elements.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:44	48060/48060	---M-Z	200	added ('OK')	text/html	etag:%22b8c282b-bbbc-5d18288e1b400-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-input-group.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-input-group.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:45	45168/45168	---M-Z	200	added ('OK')	text/html	etag:%22b8c282c-b070-5d182893d4180-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-layouts.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-layouts.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:45	47821/47821	---M-Z	200	added ('OK')	text/html	etag:%22b8c282f-bacd-5d18289d5d800-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-validations.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-validations.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:46	42482/42482	---M-Z	200	added ('OK')	text/html	etag:%22b8c2830-a5f2-5d1828a12e100-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-wizard.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-wizard.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:46	34161/34161	---M-Z	200	added ('OK')	text/html	etag:%22b8c282e-8571-5d1828998cf00-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-text-editor.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-text-editor.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:47	35283/35283	---M-Z	200	added ('OK')	text/html	etag:%22b8c282a-89d3-5d18288c32f80-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-file-upload.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-file-upload.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:47	36398/36398	---M-Z	200	added ('OK')	text/html	etag:%22b8c2828-8e2e-5d182880c1480-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-date-time-pickes.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-date-time-pickes.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:48	83349/83349	---M-Z	200	added ('OK')	text/html	etag:%22b8c282d-14595-5d182897a4a80-gzip%22	https://codervent.com/dashtreme/demo/vertical/form-select2.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/form-select2.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:49	41135/41135	---M-Z	200	added ('OK')	text/html	etag:%22b8c2838-a0af-5d1828c19ad80-gzip%22	https://codervent.com/dashtreme/demo/vertical/table-basic-table.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/table-basic-table.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:49	60609/60609	---M-Z	200	added ('OK')	text/html	etag:%22b8c2839-ecc1-5d1828c56b680-gzip%22	https://codervent.com/dashtreme/demo/vertical/table-datatable.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/table-datatable.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:50	7533/7533	---M-Z	200	added ('OK')	text/html	etag:%22b8c27fd-1d6d-5d1827c5d5b80-gzip%22	https://codervent.com/dashtreme/demo/vertical/authentication-signin.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/authentication-signin.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:50	8246/8246	---M-Z	200	added ('OK')	text/html	etag:%22b8c27ff-2036-5d1827cf5f200-gzip%22	https://codervent.com/dashtreme/demo/vertical/authentication-signup.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/authentication-signup.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:51	9179/9179	---M-Z	200	added ('OK')	text/html	etag:%22b8c27fe-23db-5d1827c205280-gzip%22	https://codervent.com/dashtreme/demo/vertical/authentication-signin-with-header-footer.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/authentication-signin-with-header-footer.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:51	9660/9660	---M-Z	200	added ('OK')	text/html	etag:%22b8c2800-25bc-5d1827c9a6480-gzip%22	https://codervent.com/dashtreme/demo/vertical/authentication-signup-with-header-footer.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/authentication-signup-with-header-footer.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:52	4894/4894	---M-Z	200	added ('OK')	text/html	etag:%22b8c27fa-131e-5d1827b693780-gzip%22	https://codervent.com/dashtreme/demo/vertical/authentication-forgot-password.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/authentication-forgot-password.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
13:35:52	5498/5498	---M-Z	200	added ('OK')	text/html	etag:%22b8c27fc-157a-5d1827be34980-gzip%22	https://codervent.com/dashtreme/demo/vertical/authentication-reset-password.html	C:/Benim%20Web%20Sitem/Iskur%20Finance%20Project/codervent.com/dashtreme/demo/vertical/authentication-reset-password.html	(from https://codervent.com/dashtreme/demo/vertical/dashboard-analytics.html)
